ShopName,Date,Prefecture,Phone,genres
いいだていかふぇ,2017-07-21,新潟県,025-594-7888,None
コーラルブルー,2017-07-21,沖縄県,0980-76-3871,None
Far Yeast Tokyo Craft Beer & Bao,2017-07-20,東京都,03-6874-0373,None
サンマルクカフェ&バー ユニバーサル・シティウォーク店,2017-07-20,大阪府,06-6463-3095,None
WIRED CHAYA ルミネエスト新宿店,2017-07-20,東京都,03-3341-7092,None
ビネガーレストランSEEDCAFE,2017-07-19,奈良県,0742-26-6778,None
cafe＆BistroKitchen Belle anse （ベル アンス）,2017-07-18,東京都,03-5779-7217,None
Kuche キュッヒェ,2017-07-17,和歌山県,073-445-3300,None
THE MARKET F（ザ マーケット エフ）,2017-07-14,福岡県,092-282-2803,None
TED CAFE&BAR TOKYO 2017,2017-07-14,東京都,03-5708-5237,None
トレインレストラン日本食堂,2017-07-13,埼玉県,048-662-0811,None
Artisan de la Truffe Paris（アルティザン ドゥ ラ トリュフ パリ）,2017-07-13,東京都,03-5413-3830,None
Cafe＆MealMUJI 府中ル・シーニュ,2017-07-13,東京都,042-352-3539,None
からふね屋CAFEあべのキューズモール店,2017-07-12,大阪府,06-6556-6911,None
CHOPPED POUND （チョップド ポンド）,2017-07-12,京都府,075-708-2904,None
ゆみんとぅき （夢時間）,2017-07-12,沖縄県,098-085-8511,None
モトマチコーヒー＆ブレット 愛知扶桑店,2017-07-11,愛知県,0587-91-0556,None
アニメイトカフェ名古屋,2017-07-10,愛知県,052-459-3215,None
菜米炭゛ （サラダ）,2017-07-10,大阪府,06-6136-4585,None
Cafe かわべのいえ,2017-07-10,奈良県,050-5005-1275,None
薬膳カフェ みずとき,2017-07-07,岐阜県,058-232-6611,None
DEAN & DELUCA カフェ クリスタ長堀,2017-07-06,大阪府,06-6282-2062,None
ベジツリーカフェ 三方原店,2017-07-06,静岡県,053-414-2888,None
ヘンプ カフェ トウキョウ,2017-07-06,東京都,03-6427-1984,None
Soi J （ソイ ジェイ）,2017-07-06,東京都,042-649-7744,None
Re:seto,2017-07-05,山口県,0820-78-0808,None
Space Cafe Gallery 藍,2017-07-05,愛知県,052-750-3300,None
Green Cafe&Bar （グリーン カフェ＆バー）,2017-07-05,東京都,03-5888-7338,None
菜花,2017-07-04,東京都,042-444-0660,None
綴café,2017-07-01,宮城県,022-393-7888,None
Café食堂hideaway,2017-07-01,千葉県,043-310-7901,None
ワンカフェ,2017-07-01,奈良県,0744-29-1300,None
WELLNESS GC CAFE （ウェルネスジーシーカフェ）,2017-07-01,福岡県,092-718-7388,None
トミカプラレールカフェ,2017-06-30,福岡県,,None
CAFE RESTO インテリアリフォームヤマダ前橋日吉店,2017-06-30,群馬県,027-289-5766,None
COLONY by EQI （コロニー）,2017-06-30,大阪府,06-6224-0061,None
ごぱん屋カフェ Come&co,2017-06-28,新潟県,025-520-7890,None
春水堂(チュンスイタン) グランフロント大阪店,2017-06-27,大阪府,06-6131-8520,None
The Premie’re Living Smoke&Grill,2017-06-27,北海道,011-804-5540,None
ベーカリーレストランサンマルク 新百合ヶ丘エルミロード店,2017-06-26,神奈川県,044-965-3179,None
BRASSERIE CUORE （ブラッスリークオーレ）,2017-06-26,山口県,083-242-2112,None
Cafe de CRIE LIBRE 柏髙島屋ステーションモール店,2017-06-24,千葉県,04-7148-2343,None
nanairo terrace （ナナイロテラス）,2017-06-24,奈良県,0742-93-7812,None
TABELTO! by caffé OTTO マリノアシティ福岡店,2017-06-23,福岡県,092-894-4224,None
抹茶カフェ舞妓 表参道店,2017-06-23,東京都,03-6450-5648,None
NAKE CAFE 流山店,2017-06-23,千葉県,04-7156-7203,None
Cafe＆Bar note,2017-06-23,愛知県,0532-55-1168,None
Cafe maaru,2017-06-22,兵庫県,0799-20-5624,None
駅前パーラー JO-TERRACE OSAKA店,2017-06-22,大阪府,06-6942-3030,None
水がめ屋カフェ,2017-06-21,三重県,090-8189-6612,None
Moff animal Cafe イーアス高尾,2017-06-20,東京都,042-673-7680,None
パン工房アンテンドゥ学芸大学店,2017-06-20,東京都,03-3714-7751,None
comodo kitchen （コモドキッチン）,2017-06-20,大阪府,072-647-9061,None
bondolfi boncaffē 日比谷,2017-06-19,東京都,03-6205-4800,None
クルーズカフェ,2017-06-19,香川県,0877-64-6711,None
FOREST KITCHEN with Outdoor Living(フォレストキッチン ウィズ アウトドアリビング),2017-06-19,宮城県,022-794-8232,None
ランチ&カフェ もぐらキッチン,2017-06-18,北海道,011-839-1547,None
ウクレレカフェ nekolele,2017-06-17,香川県,087-887-5851,None
カイラ カフェ&テラスダイニング 渋谷店,2017-06-16,東京都,050-5531-9452,None
La Ohana ラ オハナ 横浜本牧店,2017-06-16,神奈川県,045-629-1005,None
ベーカリーカフェ ペンギン 山鼻店,2017-06-15,北海道,011-562-2223,None
家庭Dining NAGOMI-和美-,2017-06-15,神奈川県,023-456-7890,None
アフタヌーンティー・ラブアンドテーブル 静岡パルシェ,2017-06-14,静岡県,054-204-5400,None
cafe サカナノセナカ,2017-06-13,新潟県,025-250-5157,None
カフェ クロスヤード,2017-06-12,埼玉県,048-851-1111,None
Patisserie & Cafe DEL’MMO 渋谷ヒカリエ ShinQs店,2017-06-12,東京都,03-6434-1825,None
deli&bar Greencafe,2017-06-12,群馬県,0270-61-7997,None
cafeわっく,2017-06-12,三重県,0596-63-8697,None
MINDS LINO Cafe,2017-06-10,茨城県,0299-94-3300,None
FUNNY STYLE （ファニースタイル）,2017-06-10,愛知県,052-753-9200,None
ふくろうカフェ アウルの城,2017-06-09,山口県,0836-38-8688,None
FabCafe Kyoto,2017-06-08,京都府,075-708-2593,None
おぼんdeごはん あべのキューズモール店,2017-06-08,大阪府,06-6585-9296,None
GLOBAL WORK CAFE イオンモール浜松市野店,2017-06-07,静岡県,053-443-9202,None
cafe LIFE the organic (カフェ ライフ ザ オーガニック),2017-06-07,愛知県,052-777-6868,None
欧風レストラン 煉屋 エイスクエア店,2017-06-06,滋賀県,077-574-8638,None
CHEESE KITCHEN RACLER（ラクレ）,2017-06-06,東京都,03-6433-5404,None
オリーブオイルキッチン静岡パルコ店,2017-06-06,静岡県,054-205-1333,None
唐津アニメファンカフェKa（ra）Fe,2017-06-02,佐賀県,0955-77-1802,None
STAND(スタンド),2017-06-02,岡山県,086-237-2873,None
ハワイアンレストラン モアナキッチン ユニバーサル・シティウォーク店,2017-06-01,大阪府,06-6940-7517,None
Funny Style CAFE,2017-06-01,愛知県,052-753-7905,None
神戸ワイナリーアグロガーデンレストラン,2017-06-01,兵庫県,078-991-1652,None
FIELD GRILL 二子玉川店,2017-06-01,東京都,03-5491-7737,None
Green Cafe&Bar （グリーン カフェ＆バー）,2017-06-01,東京都,048-971-6001,None
Delifrance -LE COMPTOIR（デリフランス ル・コントワール）,2017-05-31,宮城県,022-257-2405,None
ウィリーウィンキー瓦町FLAG店,2017-05-31,香川県,087-826-2938,None
フェルム ラ・テール美瑛,2017-05-31,北海道,0166-74-4417,None
Lounge1908（ラウンジ1908）,2017-05-31,東京都,03-3400-7124,None
NORTHSHORE CAFE & DINING,2017-05-31,大阪府,06-4707-6668,None
医学会キッチン オーソモレキュラー,2017-05-28,東京都,03-6435-8629,None
カフェ サ ミエール,2017-05-25,三重県,0599-44-0205,None
café & dining　blue terminal（カフェ アンド ダイニング　ブルーターミナル）,2017-05-25,神奈川県,045-227-8227,None
THINK OF THINGS（シンク オブ シングス),2017-05-25,東京都,03-6447-1113,None
湘彩ダイニング,2017-05-22,神奈川県,0466-90-3314,None
サニーサイド宝塚中山寺店,2017-05-18,兵庫県,0797-62-6626,None
CRAFT WORKS CAFE by HAND BAKES,2017-05-18,愛知県,052-264-8058,None
マルモキッチン 名古屋パルコ店,2017-05-17,愛知県,052-264-8031,None
Re:Leaf,2017-05-17,北海道,0123-25-3788,None
PRONTO さいたま新都心ビル店,2017-05-16,埼玉県,048-855-8555,None
apricotycafe,2017-05-15,大阪府,050-5242-5415,None
CAFE de MARUKU,2017-05-15,千葉県,043-290-8889,None
AL MARE(アル マーレ),2017-05-14,鳥取県,0857-73-5055,None
丹波立杭 YAMATO cafe,2017-05-14,兵庫県,079-506-7256,None
カフェ&ワーク かけはし,2017-05-12,香川県,0877-57-3185,None
Deli＆Cafe saica,2017-05-09,大阪府,06-6784-6201,None
カフェ・はりねずみ・つんつん,2017-05-07,石川県,076-221-2252,None
千丑茶屋,2017-05-05,東京都,042-849-7007,None
Caf’e おん,2017-05-05,埼玉県,048-526-4739,None
菜食ごはん 休日ダイヤ,2017-05-05,奈良県,050-1185-7876,None
LITRE （リトリ）,2017-05-03,愛知県,052-769-1070,None
KAHLU CAFE カルカフェ,2017-05-01,北海道,011-839-4171,None
ギフトショップ アピデ /カフェ＆レストラン グリーンテーブル,2017-04-29,兵庫県,078-940-6711,None
MAX BRENNER CHOCOLATE PIZZA BARラフォーレ原宿店,2017-04-29,東京都,03-6455-4483,None
SWEETS BASE リトル神戸,2017-04-29,兵庫県,078-855-7425,None
tables cook&LIVING HOUSE （タブレスクック＆リビングハウス）,2017-04-28,神奈川県,045-620-8970,None
ふくろうカフェ Ricky 秋田店,2017-04-28,秋田県,018-853-8028,None
THE CAMPANELLA CAFE,2017-04-28,東京都,03-6268-0371,None
カスタマカフェ市原店,2017-04-27,千葉県,0436-98-5122,None
CRAFT CIRCUS(クラフトサーカス),2017-04-27,兵庫県,0799-82-1855,None
カールスジュニア 自由が丘レストラン,2017-04-27,東京都,03-6421-2538,None
PULP Deli & Cafe,2017-04-27,東京都,03-5778-9232,None
MR. & MRS. CAFE,2017-04-27,新潟県,050-5286-4876,None
Cafe Premiere,2017-04-27,埼玉県,048-501-8787,None
Tokyobike Rentals Yanaka,2017-04-26,東京都,03-5809-0980,None
ヴィクトワール 横浜いずみ中央店,2017-04-26,神奈川県,045-443-9450,None
DEAN＆DELUCA CAFE 名城公園店,2017-04-26,愛知県,052-919-6341,None
EVERYONE’S CAFÉ,2017-04-26,千葉県,043-202-2111,None
CREPERIE CAFE Sucre 阪急西宮ガーデンズ,2017-04-24,兵庫県,0798-68-5052,None
エルクニューヨークブランチ　阪急西宮ガーデンズ店,2017-04-24,兵庫県,0798-63-0773,None
ベシャメルカフェEXPOCITY,2017-04-24,大阪府,06-6836-7500,None
タルトフランベ専門店 allant,2017-04-24,福岡県,092-753-9155,None
ローズメイカフェ・ファクトリーショップ,2017-04-23,秋田県,0120-980-697,None
mamma caffe食堂,2017-04-23,岐阜県,0573-56-3110,None
カフェレッド ダイニング,2017-04-22,鹿児島県,0995-55-8114,None
gram サンシャインサカエ店,2017-04-22,愛知県,052-310-4850,None
TREE,2017-04-22,新潟県,0256-55-1162,None
無印良品シエスタハコダテ/Café&Meal MUJI シエスタハコダテ,2017-04-21,北海道,0138-51-3025,None
台湾カフェZen,2017-04-21,東京都,03-6434-0789,None
ファーマーズキッチン HARVESTA,2017-04-21,大阪府,06-4860-6724,None
デリフランス 千里中央,2017-04-21,大阪府,06-6836-6610,None
カフェ モロゾフ SENRITOよみうり店,2017-04-21,大阪府,06-4860-6381,None
CLAMBON CAFE （クラムボン カフェ）,2017-04-21,青森県,017-762-0211,None
くら馬 cafe,2017-04-21,埼玉県,048-778-8671,None
カフェ・ユーロップ GINZA SIX店,2017-04-21,東京都,03-3289-4021,None
CAFE´ EXPERTO,2017-04-21,東京都,03-6264-5535,None
The Pie Hole Los Angeles,2017-04-21,東京都,03-6264-6545,None
Sacrée Fleur （サクレフルール）,2017-04-20,東京都,03-6228-1513,None
THE CALIF KITCHEN OKINAWA （ザ・カリフ キッチン オキナワ）,2017-04-20,沖縄県,098-926-1010,None
マンゴツリーカフェ EXPOCITY,2017-04-20,大阪府,06-6318-5452,None
椿屋カフェ 北千住マルイ店,2017-04-20,東京都,03-6806-1256,None
いかなてて,2017-04-20,石川県,090-8051-0625,None
BARBARA GOOD SWEETS TABLE,2017-04-20,兵庫県,0798-78-5820,None
SUNDAY’S BAKE RIVER GARDEN,2017-04-19,滋賀県,077-569-5291,None
けろけろけろっぴカフェ,2017-04-19,神奈川県,045-848-1111,None
COUNT 8,2017-04-18,神奈川県,045-461-9400,None
クリントン・ストリート・ベイキング・カンパニー名古屋タカシマヤゲートタワーモール店,2017-04-17,愛知県,052-566-6602,None
アライブラリー カフェ＆ブックス,2017-04-17,愛知県,052-566-6419,None
サラベス名古屋店,2017-04-16,愛知県,052-566-6102,None
オーブンキッチン 川口マルミット,2017-04-16,埼玉県,048-252-1500,None
PIER’S CAFE聖蹟桜ヶ丘店,2017-04-16,東京都,042-337-2620,None
essence cafe,2017-04-16,東京都,03-5422-8739,None
葉っぱのきもち 森のカフェ,2017-04-15,神奈川県,080-4407-0333,None
辻利 京都タワー サンド店,2017-04-14,京都府,075-744-6417,None
PANCAKE ROOM 京都タワーサンド店,2017-04-14,京都府,,None
OMOCHA 長泉店,2017-04-13,静岡県,055-939-5277,None
gram フレスポ長泉店,2017-04-13,静岡県,055-939-7955,None
LE GARAGE エディオン蔦屋家電店,2017-04-13,広島県,082-207-1677,None
明神カフェ,2017-04-13,東京都,03-6260-9460,None
cafe kaniwashi （カフェ カニワシ）,2017-04-11,香川県,087-811-5088,None
Darts Cafe Amor,2017-04-10,千葉県,047-409-1737,None
鳥のいるカフェ 六本木店,2017-04-10,東京都,03-6721-0220,None
カフェ青山 高屋店,2017-04-10,岡山県,086-230-2622,None
Cot,2017-04-10,千葉県,043-306-9977,None
BRENTWOOD TERRACE（ブレントウッドテラス）,2017-04-10,東京都,03-6434-7686,None
ケーキとカフェ ガルメン,2017-04-07,山口県,083-249-5765,None
Bakery＆Cafe ゆめカフェ,2017-04-06,島根県,,None
Cafe Downey JRゲートタワー店,2017-04-06,愛知県,052-756-2717,None
Grill&Cafe GINZA CARDINAL,2017-04-06,愛知県,052-756-2617,None
THE old CAFE ザ オールド カフェ,2017-04-05,北海道,0166-74-5556,None
Poo Kitchen,2017-04-05,愛媛県,080-3411-3560,None
ジレカフェ,2017-04-04,愛知県,0565-85-8775,None
cafe boo,2017-04-03,大阪府,06-6440-1159,None
タンブリングダイス,2017-04-02,宮城県,022-226-7125,None
ガレットカフェHAZE(ヘイズ),2017-04-02,福井県,0778-37-1112,None
Arcade Resort Okinawa,2017-04-01,沖縄県,098-988-7666,None
Creative French Toast by Room,2017-04-01,兵庫県,079-228-7472,None
Magnet Cafe,2017-04-01,兵庫県,0797-31-9910,None
ぷるたま工房,2017-04-01,長崎県,0956-37-6855,None
あんぶらっせ,2017-04-01,愛知県,052-736-6310,None
玉上岡元 蒲郡店,2017-04-01,愛知県,0533-68-1625,None
Bakery&Cafe BakeAwake,2017-04-01,東京都,03-5760-6872,None
茶釜 Self Cafe Ermot （茶釜 セルフカフェ エルモット）,2017-04-01,埼玉県,048-507-7940,None
ヒルトン大阪 MYPLACE CAFE ＆ BAR,2017-03-31,大阪府,06-6347-0310,None
Cafe & Lunch ぽけっと,2017-03-30,愛知県,0568-37-0500,None
Days Ktichen （デイズ キッチン）,2017-03-30,兵庫県,078-224-5229,None
Ｇcafe,2017-03-30,東京都,090-7215-2646,None
バビーズ 吉祥寺,2017-03-29,東京都,0422-27-6971,None
gramメイカーズピア店,2017-03-29,愛知県,052,None
みのりカフェ Maker’s Pier店,2017-03-29,愛知県,052-387-5772,None
鳥茶かふぇTORIKOYA/こんぱまる岡崎店,2017-03-29,愛知県,0564-65-7230,None
gram 大須店,2017-03-24,愛知県,052-269-3015,None
カフェ・アルコ ピッコロ,2017-03-23,石川県,0761-58-2829,None
LATTE GRAPHIC 自由が丘店,2017-03-22,東京都,03-6421-2242,None
CAFE DE NATURE （カフェ ド ナチュール）,2017-03-22,東京都,03-6434-5983,None
カフェぶどうの木,2017-03-21,石川県,0761-46-5809,None
Cafe&Bar Profit （カフェ＆バー プロフィット）,2017-03-21,東京都,03-6231-1526,None
Eggs ‘n Things 梅田茶屋町店,2017-03-20,大阪府,06-6459-7441,None
川のほとりのコーヒースタンド CawaCaffe’,2017-03-19,宮城県,0224-51-9195,None
うまい料理と樽生ワイン ワイン食堂パッチョ,2017-03-17,茨城県,029-246-5186,None
gram 水戸オーパ店,2017-03-17,茨城県,029-303-6650,None
THE CELLAR AT FRED SEGAL （ザ セラー アット フレッド シーガル）,2017-03-17,兵庫県,078-381-8664,None
laundroid café（ランドロイド・カフェ）,2017-03-17,東京都,,None
BROWN CAFE/BAR （ブラウン カフェバー）,2017-03-17,大阪府,06-6949-9252,None
tables cook & jonathan’s bookstore （タブレスクック＆ジョナサンズ　ブックストア）,2017-03-17,大阪府,06-6949-8699,None
オリジナルパンケーキハウス なんばバークス店,2017-03-16,大阪府,06-6649-7715,None
gram パンジョ泉ヶ丘店,2017-03-16,大阪府,072-294-3339,None
Cafe むすび 〜心と心を結ぶ 癒しの空間〜,2017-03-16,東京都,03-6874-1259,None
cafe po.tto 豊田店,2017-03-16,愛知県,0565-42-3339,None
トマルカフェ,2017-03-15,埼玉県,04-2935-4390,None
Cinnamoroll Cafe 新宿マルイアネックス店,2017-03-15,東京都,03-6380-1175,None
Comme un Dimanche Boulangerie エキシティー・ヒロシマ,2017-03-14,広島県,082-207-1113,None
Mr.FARMER 駒沢オリンピック公園店,2017-03-14,東京都,03-5432-7062,None
THE BROOKLYN CAFE Maker’s Pier店,2017-03-13,愛知県,052-398-5258,None
DAIGO‐Cafe,2017-03-10,北海道,011-833-2828,None
ナナシカフェ,2017-03-10,愛知県,052-721-5888,None
ベジキッチン・グーグー,2017-03-07,愛知県,080-9839-3632,None
パンカフェ junju 丸亀通町店,2017-03-06,香川県,0877-25-3077,None
Mamma per te （マンマペルテ）,2017-03-03,北海道,011-252-3737,None
Cafe Comme ca 柏の葉T-site店,2017-03-02,千葉県,04-7133-8820,None
上高地あずさ珈琲 ニッケパークタウン加古川店,2017-03-01,兵庫県,079-453-5080,None
ベジキッチン・グーグー,2017-03-01,愛知県,080-9839-3632,None
てらかわ,2017-03-01,奈良県,070-4191-3923,None
